Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
53,192,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,895833.3333,20833.33333,64.0,26.85144316,95,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,64,64,10416.66667,10416.66667,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,98498604,7,5,334,11595,328,0,47.71428571,123.6146085,8688,0,2319.0,3776.347044,121.1083154,0.121829138,8954418.545,29700000.0,98500000,1,98500000,16400000.0,40200000.0,98500000,1,3414,853.5,1163.76988,2590,190,0,0,0,0,220,168,0.071066997,0.050762141,0,8688,917.6153846,2468.01842,6091114.923,0,0,0,0,1,0,0,0,0,994.0833333,47.71428571,2319.0,220,0,0,0,0,0,0,7,334,5,11595,251,235,2,20,985.0,0.0,985,985,98500000.0,0.0,98500000,98500000
80,98872974,8,7,315,11595,309,0,39.375,108.9651812,4344,0,1656.428571,1757.579003,120.4575883,0.151709809,7062355.286,26400000.0,98700000,0,98700000,14100000.0,37300000.0,98700000,0,157692,26282.0,58403.35205,145104,47,0,0,0,0,252,232,0.080911898,0.070797911,0,4344,744.375,1389.743472,1931386.917,0,0,0,0,1,0,0,0,0,794.0,39.375,1656.428571,252,0,0,0,0,0,0,8,315,7,11595,251,235,2,20,1021.0,0.0,1021,1021,98700000.0,0.0,98700000,98700000
64985,99547841,6,9,11613,62,7300,0,1935.5,3138.79504,20,0,6.888888889,5.30199124,117.2802934,0.150681319,7110560.071,26000000.0,97500000,1,99500000,19900000.0,44500000.0,99500000,11,99400000,12400000.0,34400000.0,97500000,1,0,0,0,0,132,192,0.060272528,0.090408791,0,7300,730.0625,2052.802328,4213997.396,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,2004994.0,0.0,2004994,2004994,97500000.0,0.0,97500000,97500000
80,99977144,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,116.5966493,0.120027433,9088831.273,27200000.0,90700000,5,99800000,14300000.0,33900000.0,90700000,5,177699,59233.0,86612.18981,158662,187,0,0,0,0,172,92,0.080018289,0.040009144,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1760.0,0.0,1760,1760,49900000.0,57700000.0,90700000,9126866
21,9192125,9,15,103,188,23,0,11.44444444,9.098229376,34,0,12.53333333,14.54975045,31.65753294,2.610930552,399657.6087,1035982.575,3187355,1,6080222,760027.75,1402158.075,3230989,49,9192037,656574.0714,1278531.025,3187355,1,0,0,0,0,296,488,0.979098957,1.631831595,0,34,11.64,12.53953747,157.24,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
9207,51,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,156862.7451,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
22,11330140,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,419.5005534,4.677788624,217887.3077,587887.7244,2127630,3,9791768,489588.4,863857.5638,2190519,315,11300000,365485.2581,729305.7753,2127630,3,0,0,0,0,680,1032,1.853463417,2.824325207,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
80,140413,3,5,350,11595,350,0,116.6666667,202.0725942,5792,0,2319.0,2423.629716,85070.47068,56.97478154,20059.0,47860.13731,128138,1,11884,5942.0,8401.842774,11883,1,140391,35097.75,62274.08967,128138,87,0,0,0,0,104,168,21.36554308,35.60923846,0,5792,1327.222222,2081.272434,4331694.944,0,0,0,1,0,0,0,0,1,1493.125,116.6666667,2319.0,104,0,0,0,0,0,0,3,350,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
22,12930507,23,32,2008,2745,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,367.5803277,4.253506842,239453.8333,658217.6621,2296162,3,10800000,492174.7273,919912.9643,2353207,510,12900000,417108.871,830031.4794,2296162,3,0,0,0,0,744,1032,1.778739225,2.474767617,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,87.30434783,85.78125,744,0,0,0,0,0,0,23,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
21,498,2,1,8,2,6,2,4.0,2.828427125,2,2,2.0,0.0,20080.32129,6024.096386,249.0,340.8254685,490,8,498,498.0,0.0,498,498,0,0.0,0.0,0,0,0,0,0,0,44,24,4016.064257,2008.032129,2,6,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,4.0,4.0,2.0,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,1001959,2,4,20,11601,20,0,10.0,14.14213562,7300,0,2900.25,3563.297197,11598.27897,5.988268981,200391.8,431920.7575,972713,72,28984,28984.0,0.0,28984,28984,1001887,333962.3333,553361.6216,972713,190,0,0,0,0,52,92,1.99608966,3.992179321,0,7300,1660.142857,2956.488369,8740823.476,0,0,0,1,0,0,0,0,2,1936.833333,10.0,2900.25,52,0,0,0,0,0,0,2,20,4,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0
2200,45,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,177777.7778,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,618159,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,18818.78287,12.94165417,88308.42857,233237.816,617242,7,624,312.0,179.6051224,439,185,618113,154528.25,308475.9612,617242,7,0,0,0,0,72,112,4.853120314,8.088533856,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
21,8995080,9,15,107,188,23,0,11.88888889,9.584420228,34,0,12.53333333,14.54975045,32.7957061,2.668125242,391090.4348,1021347.7,3365049,3,5587241,698405.125,1292866.184,2917820,3,8995007,642500.5,1261503.624,3365049,3,0,0,0,0,296,488,1.000546966,1.667578276,0,34,11.8,12.6589889,160.25,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
80,142643,3,5,296,11595,296,0,98.66666667,170.8956797,8688,0,2319.0,3774.237539,83361.95958,56.08407002,20377.57143,49097.31361,131342,5,10991,5495.5,7764.739564,10986,5,142576,35644.0,64002.36306,131342,81,0,0,0,0,104,168,21.03152626,35.05254376,0,8688,1321.222222,2920.728581,8530655.444,0,0,0,1,0,0,0,0,1,1486.375,98.66666667,2319.0,104,0,0,0,0,0,0,3,296,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
21,190,2,2,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,73684.21053,21052.63158,63.33333333,19.03505538,83,45,190,190.0,0.0,190,190,45,45.0,0.0,45,45,1,0,0,0,64,40,10526.31579,10526.31579,0,14,5.6,7.668115805,58.8,0,1,0,0,1,0,0,0,1,7.0,7.0,0.0,64,0,0,0,0,0,0,2,14,2,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
21,9574703,9,15,116,188,29,0,12.88888889,10.87938928,34,0,12.53333333,14.54975045,31.7503321,2.506605166,416291.4348,1082988.843,3432794,3,6554255,819281.875,1517843.907,3475851,4,9574612,683900.8571,1337073.941,3432794,3,0,0,0,0,296,488,0.939976937,1.566628229,0,34,12.16,13.01499136,169.39,0,0,0,1,0,0,0,0,1,12.66666667,12.88888889,12.53333333,296,0,0,0,0,0,0,9,116,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
80,767,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2607.56193,767.0,0.0,767,767,767,767.0,0.0,767,767,0,0.0,0.0,0,0,0,0,0,0,64,0,2607.56193,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,227,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
21,9050747,9,15,106,188,23,0,11.77777778,9.417772796,34,0,12.53333333,14.54975045,32.48350661,2.651714825,393510.7391,1023365.969,3152710,3,5854790,731848.75,1357073.548,3118801,3,9050623,646473.0714,1263416.892,3152710,3,0,0,0,0,296,488,0.994393059,1.657321766,0,34,11.76,12.61705195,159.19,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
80,773747,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,15026.87571,9.046884834,128957.8333,310404.703,762508,49,10986,5493.0,7698.978634,10937,49,773656,257885.3333,437049.2989,762508,183,0,0,0,0,72,92,3.877236358,5.169648477,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,85222208,7,6,412,11595,412,0,58.85714286,155.7213629,4344,0,1932.5,1754.831473,140.8905059,0.152542398,7101850.667,24600000.0,85100000,1,85100000,14200000.0,34700000.0,85100000,1,163519,32703.8,65930.98706,150220,48,0,0,0,0,232,200,0.082138214,0.070404184,0,4344,857.6428571,1459.09696,2128963.94,0,0,0,0,1,0,0,0,0,923.6153846,58.85714286,1932.5,232,0,0,0,0,0,0,7,412,6,11595,251,235,1,32,3.0,0.0,3,3,85100000.0,0.0,85100000,85100000
1217,85,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,70588.23529,23529.41176,85.0,0.0,85,85,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,11764.70588,11764.70588,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,69693,1,1,53,218,53,53,53.0,0.0,218,218,218.0,0.0,3888.4823439944,28.6972866715,69693.0,0.0,69693,69693,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,14.3486433358,14.3486433358,53,218,108.0,95.2627944163,9075.0,0,0,0,0,0,0,0,0,1,162.0,53.0,218.0,20,0,0,0,0,0,0,1,53,1,218,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
21,8171911,9,15,115,188,26,0,12.77777778,10.60398248,34,0,12.53333333,14.54975045,37.07823054,2.936889548,355300.4783,920887.7589,2790037,3,5597589,699698.625,1293351.208,2834212,220,8171803,583700.2143,1136475.763,2790037,3,0,0,0,0,296,488,1.10133358,1.835555967,0,34,12.12,12.9367693,167.36,0,0,0,1,0,0,0,0,1,12.625,12.77777778,12.53333333,296,0,0,0,0,0,0,9,115,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
55055,51,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,117647.0588,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,19607.84314,19607.84314,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
2200,72,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,111111.1111,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13888.88889,13888.88889,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
22,12216563,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,389.0619645,4.420228505,230501.1887,630010.8736,2500777,3,10600000,504531.5238,918727.8678,2564346,376,12200000,394078.9355,788396.243,2500777,3,0,0,0,0,712,1032,1.800833835,2.619394669,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
1025,65,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,92307.69231,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,15384.61538,15384.61538,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,115256363,16,15,434,2052,434,0,27.125,108.5,1448,0,136.8,394.6794721,21.56930807,0.268965628,3841878.767,4882777.924,10100000,25,115000000,7683757.533,4383941.486,10200000,6011,113000000,8038541.929,4337692.498,10200000,47,0,0,0,0,520,488,0.138820969,0.130144658,0,1448,77.6875,281.5134716,79249.83468,0,0,0,1,0,0,0,0,0,80.19354839,27.125,136.8,520,0,0,0,0,0,0,16,434,15,2052,29200,939,1,32,107978.1818,31744.04905,203690,98329,10100000.0,44414.55547,10100000,10000000
21,8286273,9,15,118,188,30,0,13.11111111,11.27435635,34,0,12.53333333,14.54975045,36.92854435,2.89635642,360272.7391,934413.9846,2840008,3,5707871,713483.875,1318756.936,2883728,3,8286152,591868.0,1153256.283,2840008,43,0,0,0,0,296,488,1.086133657,1.810222762,0,34,12.24,13.13164118,172.44,0,0,0,1,0,0,0,0,1,12.75,13.11111111,12.53333333,296,0,0,0,0,0,0,9,118,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
4449,14,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,428571.4286,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,71428.57143,71428.57143,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,83508427,10,6,308,11595,302,0,30.8,95.30862151,4344,0,1932.5,1754.831473,142.5365131,0.19159743,5567228.467,21500000.0,83400000,0,83400000,9270517.222,27800000.0,83400000,0,86764,17352.8,31860.7634,73455,15,0,0,0,0,316,200,0.119748394,0.071849036,0,4344,700.1764706,1359.26323,1847596.529,0,0,0,0,1,0,0,0,0,743.9375,30.8,1932.5,316,0,0,0,0,0,0,10,308,6,11595,274,235,2,20,3004.0,0.0,3004,3004,83400000.0,0.0,83400000,83400000
80,100470693,10,6,590,11595,295,0,59.0,124.3829213,5792,0,1932.5,2179.547086,121.2791475,0.159250419,6698046.2,25800000.0,100000000,1,100000000,11100000.0,33400000.0,100000000,1,352332,70466.4,100397.6587,215937,48,0,0,0,0,328,200,0.099531512,0.059718907,0,5792,716.7647059,1532.965612,2349983.566,0,0,0,0,1,0,0,0,0,761.5625,59.0,1932.5,328,0,0,0,0,0,0,10,590,6,11595,251,235,2,32,4970.0,0.0,4970,4970,100000000.0,0.0,100000000,100000000
80,17517278,5,4,506,3525,506,0,101.2,226.2900793,3525,0,881.25,1762.5,230.1156607,0.513778453,2189659.75,4523602.983,12500000,30,12500000,3128784.75,6256897.503,12500000,207,17500000,5839082.667,6297825.141,12500000,852,0,0,0,0,168,136,0.285432474,0.228345979,0,3525,403.1,1108.39047,1228529.433,0,0,0,1,0,0,0,0,0,447.8888889,101.2,881.25,168,0,0,0,0,0,0,5,506,4,3525,29200,235,1,32,882.0,0.0,882,882,12500000.0,0.0,12500000,12500000
80,78520482,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,148.5344932,0.165561898,6543373.5,20800000.0,72300000,5,78400000,11200000.0,27000000.0,72300000,38,95868,23967.0,47283.90542,94891,5,0,0,0,0,172,112,0.101884245,0.063677653,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,769.0,0.0,769,769,39200000.0,46800000.0,72300000,6120850
80,4069783,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.897120313,0.982853386,1356594.333,2349686.846,4069779,0,4069783,1356594.333,2349686.846,4069779,0,0,0.0,0.0,0,0,0,0,0,0,80,0,0.982853386,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
1044,63,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,126984.127,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,15873.01587,15873.01587,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
3005,13,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,615384.6154,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,76923.07692,76923.07692,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
53,140,2,2,54,86,27,27,27.0,0.0,43,43,43.0,0.0,1000000.0,28571.4285714286,46.6666666667,75.6328852638,134,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,14285.7142857143,14285.7142857143,27,43,33.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,41.75,27.0,43.0,40,0,0,0,0,0,0,2,54,2,86,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,73417336,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,158.7772131,0.163449134,6674303.273,18400000.0,61100000,49,73200000,10500000.0,22800000.0,61100000,220,229181,76393.66667,116900.3162,211020,566,0,0,0,0,172,92,0.108966089,0.054483045,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,718.0,0.0,718,718,36600000.0,34600000.0,61100000,12100000
80,11888128,9,6,417,11632,417,0,46.33333333,139.0,10136,0,1938.666667,4056.770473,1013.532156,1.261762996,849152.0,2188318.99,6880773,1,6887788,860973.5,2433378.183,6883277,1,11900000,2377605.8,3321319.625,6880773,188,0,0,0,0,296,200,0.757057797,0.504705198,0,10136,753.0625,2529.001686,6395849.529,0,0,0,1,0,0,0,0,0,803.2666667,46.33333333,1938.666667,296,0,0,0,0,0,0,9,417,6,11632,29200,235,1,32,2512.0,0.0,2512,2512,6880773.0,0.0,6880773,6880773
443,363012,13,8,884,5286,405,0,68.0,126.7780212287,1750,0,660.75,765.7139992004,16996.6833052351,57.849327295,18150.6,24890.631299008,71026,1,363012,30251.0,26454.1631368813,71067,1,275959,39422.7142857143,50685.1807984487,106275,50,0,0,0,0,428,264,35.8114883255,22.0378389695,0,1750,280.4545454545,539.8204928512,291406.164502164,0,0,0,1,0,0,0,0,0,293.8095238095,68.0,660.75,428,0,0,0,0,0,0,13,884,8,5286,65535,114,6,32,0.0,0.0,0,0,0.0,0.0,0,0
80,1004,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5976.095618,200.8,444.5314387,996,1,1004,200.8,444.5314387,996,1,0,0.0,0.0,0,0,0,0,0,0,192,0,5976.095618,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,1212,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4950.49505,242.4,19.41133689,267,215,1212,242.4,19.41133689,267,215,0,0.0,0.0,0,0,0,0,0,0,192,0,4950.49505,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
